Organization;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;jacek
Database;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;bogumil
Database;False;False;False;True;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;bogumil
BusinessIntelligence;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;bogumil
Database;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;bogumil
Security;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;bogumil
BusinessProcessStudio;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;grzesiek
WebPortal;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;grzesiek
WebPortal;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;False;False;False;False;False;False;grzesiek
BusinessProcessStudio;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;grzesiek
WebPortal;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;grzesiek
Database;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;grzesiul
BusinessIntelligence;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;grzesiul
Database;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;grzesiul
Database;False;False;False;True;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;grzesiul
Database;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;grzesiul
ConfigurationTools;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;jag
ConfigurationTools;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;jag
Performance;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;jag
ConfigurationTools;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;jag
ConfigurationTools;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;jag
Organization;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;karlik
Security;False;False;False;False;False;False;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;karlik
Organization;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;karlik
Localization;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;karlik
Security;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;karlik
Services;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;igor
BusinessProcessStudio;True;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;igor
Services;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;igor
Services;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;igor
Services;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;igor
ConfigurationTools;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;irek
WebPortal;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;irek
WebPortal;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;irek
WebPortal;False;False;False;False;False;True;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;irek
Performance;False;False;False;False;False;True;False;False;False;True;False;True;True;False;True;False;False;False;False;False;False;irek
Localization;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;jacek
Security;True;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;False;jacek
Localization;False;False;False;False;False;False;False;False;False;False;True;True;True;False;True;False;False;False;False;False;False;jacek
Services;False;False;False;True;False;False;False;False;False;False;False;True;True;False;True;False;False;False;True;False;False;jacek
Services;False;False;False;False;False;True;False;True;False;False;False;True;False;True;False;False;False;False;False;False;False;konrad
Organization;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;konrad
Services;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;konrad
ConfigurationTools;False;False;False;False;False;True;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;konrad
Services;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;konrad
BusinessProcessStudio;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;False;False;False;tomasz
BusinessProcessStudio;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;tomasz
ConfigurationTools;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;tomasz
BusinessProcessStudio;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;tomasz
BusinessProcessStudio;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;True;False;False;tomasz
WebPortal;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;szymon
BusinessProcessStudio;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;szymon
WebPortal;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;szymon
BusinessProcessStudio;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;szymon
Organization;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;szymon
Organization;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;zuber
BusinessProcessStudio;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;zuber
BusinessProcessStudio;False;False;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;False;False;False;zuber
WebPortal;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;zuber
WebPortal;False;False;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;False;False;False;zuber
Organization;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;marcin
BusinessIntelligence;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;marcin
BusinessProcessStudio;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;marcin
BusinessIntelligence;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;marcin
BusinessProcessStudio;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;marcin
Services;True;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;jarek
WebPortal;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;jarek
WebPortal;True;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;jarek
Security;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;True;True;False;False;jarek
Security;True;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;True;True;False;False;jarek
Organization;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;karlik
BusinessProcessStudio;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;tomasz
